id.num,usetype,variable,Energy Atlas 2016,Simulation 2018
64,res_total,kwh.per.m2,59.23793887533706,76.49567706157139
64,res_total,m2,449924.676753,52641.3205
64,res_total,usage,26652610.5,4026833.4530626773
65,commercial,kwh.per.m2,167.93544278936824,1032.1324903033449
65,commercial,m2,64617.845522999996,21097.8687
65,commercial,usage,10851626.5,21775795.761423994
65,res_total,kwh.per.m2,38.00554702778906,179.81529245004813
65,res_total,m2,489518.356002,410804.21804999997
65,res_total,usage,18604412.9,73868880.60837409
66,commercial,kwh.per.m2,153.40135722002395,341.696286328161
66,commercial,m2,446130.889845,114703.1891375653
66,commercial,usage,68437084,39193653.758302726
66,res_total,kwh.per.m2,51.54953636287945,76.21179026999467
66,res_total,m2,1354938.415126,1070936.0242767185
66,res_total,usage,69846447.1,81617951.67475918
67,res_total,kwh.per.m2,65.34134509337265,81.77430562364201
67,res_total,m2,236423.92084099998,22189.7224
67,res_total,usage,15448257,1814549.141241375
68,commercial,kwh.per.m2,164.22984107206713,209.17001413764456
68,commercial,m2,671378.486883,207407.81228333333
68,commercial,usage,110260382.2,43383495.02756276
68,institutional,kwh.per.m2,358.2096198450608,892.571377149397
68,institutional,m2,144994.548227,74012.45455
68,institutional,usage,51938442,66061398.48390065
68,res_total,kwh.per.m2,53.63583142490666,167.42454527456138
68,res_total,m2,2812786.133673,2278479.426482124
68,res_total,usage,150866122.9,381473381.896213
69,res_total,kwh.per.m2,46.20961979630269,151.9472285771655
69,res_total,m2,259334.172253,202201.18533333333
69,res_total,usage,11983733.5,30723909.726417806
70,industrial,kwh.per.m2,55.510469070296985,2530.2335533932387
70,industrial,m2,12642.426046,9056.7281
70,industrial,usage,701787,22915637.322579395
70,institutional,kwh.per.m2,183.46204305106866,402.30031431446355
70,institutional,m2,57269.682738,62580.134099999996
70,institutional,usage,10506813,25176007.618271276
70,res_total,kwh.per.m2,53.356334057040385,139.92422776712158
70,res_total,m2,2073120.875991,1502403.6307758298
70,res_total,usage,110614130,210222667.83082765
71,res_total,kwh.per.m2,64.99156727624711,82.71734688978565
71,res_total,m2,33616.207326,9876.198999999999
71,res_total,usage,2184770,816932.978635554
72,commercial,kwh.per.m2,195.69029486811502,291.57071132527597
72,commercial,m2,735155.37445,169747.89338416667
72,commercial,usage,143862772,49493514.01998858
72,res_total,kwh.per.m2,47.26242457403967,76.8978919338389
72,res_total,m2,3167966.28716,2681903.299078057
72,res_total,usage,149725767.7,206232710.0695105
73,res_total,kwh.per.m2,56.33894529254758,155.59810414065632
73,res_total,m2,902956.1227289999,783286.4733764607
73,res_total,usage,50871595.6,121877890.25639795
74,commercial,kwh.per.m2,111.83147839867559,434.1014108080652
74,commercial,m2,123483.137286,11815.6723
74,commercial,usage,13809301.8,5129200.015075777
74,industrial,kwh.per.m2,75.39092914982375,421.65847590464875
74,industrial,m2,7083.482138,27373.8211
74,industrial,usage,534030.3,11542403.684712516
74,res_total,kwh.per.m2,37.24657233836353,149.75637630666355
74,res_total,m2,686789.422329,593050.7350980953
74,res_total,usage,25580551.9,88813129.0542938
75,commercial,kwh.per.m2,156.82424568040992,254.31218896154303
75,commercial,m2,195882.166477,26683.2025
75,commercial,usage,30719073,6785863.636279117
75,res_total,kwh.per.m2,52.011554915934425,145.98754816378485
75,res_total,m2,542199.652473,450074.77339608886
75,res_total,usage,28200647,65705312.65846608
76,res_total,kwh.per.m2,48.734967649949624,146.4548008246308
76,res_total,m2,283347.64678999997,232660.75828838383
76,res_total,usage,13808938.4,34074285.014832824
77,res_total,kwh.per.m2,52.96401059628912,235.99014494787787
77,res_total,m2,475454.421153,375157.56834
77,res_total,usage,25181973,88533488.93085
79,commercial,kwh.per.m2,79.20050051488946,71.3354665347411
79,commercial,m2,110943.276152,2264.4375
79,commercial,usage,8786763,161534.7055012628
79,industrial,kwh.per.m2,141.27232032917703,572.6550399547591
79,industrial,m2,221048.567244,130202.819815
79,industrial,usage,31228044,74561300.98338112
79,res_total,kwh.per.m2,58.03925248934935,148.45161109596572
79,res_total,m2,493445.08710299997,378603.2069897078
79,res_total,usage,28639184,56204256.04372151
81,commercial,kwh.per.m2,124.08817386956892,606.4634997483414
81,commercial,m2,333482.564934,35189.683899999996
81,commercial,usage,41381242.5,21341258.853031863
81,institutional,kwh.per.m2,364.7988113833499,2615.9973712279175
81,institutional,m2,16175.248427,6170.2321999999995
81,institutional,usage,5900711.4,16141311.21506585
81,res_total,kwh.per.m2,45.28336532120199,89.615972473324
81,res_total,m2,1284006.881723,1029282.1472966907
81,res_total,usage,58144152.7,92240120.57942407
82,commercial,kwh.per.m2,219.81082344876427,586.0024163814339
82,commercial,m2,267800.32974,38053.3264
82,commercial,usage,58865411,22299341.22175141
82,res_total,kwh.per.m2,64.7885396626117,160.30347036038378
82,res_total,m2,1685849.239214,1294342.4125029992
82,res_total,usage,109223710.3,207487580.55886218
83,commercial,kwh.per.m2,410.1650018124065,74.51935520262575
83,commercial,m2,24176.798011,11153.2953
83,commercial,usage,9916476.4,831136.3741404763
83,res_total,kwh.per.m2,66.53956454106782,40.35251448375968
83,res_total,m2,1152573.384406,560800.7079832763
83,res_total,usage,76691731.1,22629718.69139784
84,commercial,kwh.per.m2,171.49152785112614,625.4759591721487
84,commercial,m2,159365.248782,20592.214
84,commercial,usage,27329790,12879934.80312815
84,institutional,kwh.per.m2,904.3152166692569,1736.079256676518
84,institutional,m2,13255.678749,11866.6744
84,institutional,usage,11987312,20601487.271574266
84,res_total,kwh.per.m2,52.287513318873636,237.24201875263913
84,res_total,m2,663146.166247,437345.6577305555
84,res_total,usage,34674264,103756766.73269774
85,commercial,kwh.per.m2,154.73400135532432,342.998942028478
85,commercial,m2,414601.376802,37460.8102
85,commercial,usage,64152930,12849018.266129617
85,res_total,kwh.per.m2,58.60624531246445,138.31157017619813
85,res_total,m2,2154696.120298,1512650.7991496113
85,res_total,usage,126278649.4,209217107.15866366
86,commercial,kwh.per.m2,203.50682258193564,855.6847747640097
86,commercial,m2,133255.139341,9204.0675
86,commercial,usage,27118330,7875780.425650242
86,res_total,kwh.per.m2,59.827029342388826,224.57788948093855
86,res_total,m2,729856.930554,410321.88899166667
86,res_total,usage,43665172,92149223.83758046
87,commercial,kwh.per.m2,448.13271290916055,98.27203580649412
87,commercial,m2,5346.381844,1639.685
87,commercial,usage,2395888.6,161135.1830313713
87,res_total,kwh.per.m2,72.98370105085617,54.74606016434917
87,res_total,m2,1268311.941806,667172.7634430283
87,res_total,usage,92566099.6,36525080.24746712
88,commercial,kwh.per.m2,164.03203489046638,592.8114593697684
88,commercial,m2,875791.750044,237557.42345
88,commercial,usage,143657902.9,140826762.87951654
88,res_total,kwh.per.m2,61.60490666196751,106.83714407398577
88,res_total,m2,1269163.9552189999,1258285.5904858352
88,res_total,usage,78186727,134431638.91695544
89,commercial,kwh.per.m2,195.82958158786315,556.4658463443516
89,commercial,m2,1574254.2485169999,955615.15325
89,commercial,usage,308285550.8,531767195.0327485
89,institutional,kwh.per.m2,474.79649533285806,357.9093947946366
89,institutional,m2,83240.623485,33392.3476
89,institutional,usage,39522356.3,11951434.920288138
89,res_total,kwh.per.m2,59.83407941204732,67.5964248783371
89,res_total,m2,3182201.4422379998,2581619.356500532
89,res_total,usage,190404093.8,174508238.8961492
90,res_total,kwh.per.m2,47.419586563707504,84.39757523808433
90,res_total,m2,486936.860341,472532.6182770308
90,res_total,usage,23090344.6,39880607.20348469
91,commercial,kwh.per.m2,151.94081995213102,673.7312152434416
91,commercial,m2,467314.353196,85550.2165
91,commercial,usage,71004126,57637851.32688453
91,industrial,kwh.per.m2,108.64299314255344,975.4129603283467
91,industrial,m2,1219175.3593,1227978.4492267857
91,industrial,usage,132454860.2,1197786094.3797114
91,res_total,kwh.per.m2,49.62412685557487,249.4240622060462
91,res_total,m2,1695881.183863,1240993.4091
91,res_total,usage,84156623,309533617.2686517
92,res_total,kwh.per.m2,63.99653559050764,59.94888668589172
92,res_total,m2,139133.39085999998,38478.7155
92,res_total,usage,8904055,2306756.1553281653
93,institutional,kwh.per.m2,157.48886448505309,369.12087775878723
93,institutional,m2,96819.604674,46807.9437
93,institutional,usage,15248009.6,17277789.264627896
93,res_total,kwh.per.m2,65.49633639075105,54.966145787454764
93,res_total,m2,2728366.199506,2050529.4793223173
93,res_total,usage,178697990.4,112709702.3019042
94,commercial,kwh.per.m2,95.4554141258422,1932.108122063412
94,commercial,m2,78833.862583,6267.4056
94,commercial,usage,7525119,12109305.264025712
94,res_total,kwh.per.m2,45.75405650611106,249.76343513083924
94,res_total,m2,594995.219634,474909.8143880952
94,res_total,usage,27223444.9,118615106.61891992
96,commercial,kwh.per.m2,168.61631196878247,209.4083682153708
96,commercial,m2,529057.686996,190151.3431
96,commercial,usage,89207756,39819282.47253211
96,res_total,kwh.per.m2,62.38434267264007,54.242169286933866
96,res_total,m2,1846054.981437,1515377.7850323836
96,res_total,usage,115164926.5545,82197378.34938543
97,commercial,kwh.per.m2,156.53640525588455,264.47440908600817
97,commercial,m2,657646.122841,87413.7905
97,commercial,usage,102945560,23118710.588455614
97,industrial,kwh.per.m2,70.25774735394249,1840.7165848671623
97,industrial,m2,645788.26263,359924.0439403846
97,industrial,usage,45371628.6,662518156.9735231
97,res_total,kwh.per.m2,72.90278655903508,80.01578826674078
97,res_total,m2,1659468.503334,1355785.6670089855
97,res_total,usage,120979878.1,108484258.86647291
98,commercial,kwh.per.m2,133.3260644659413,376.123097716782
98,commercial,m2,938736.784149,182399.67419999998
98,commercial,usage,125158081,68604730.4826358
98,industrial,kwh.per.m2,171.5504378008589,280.9991789474719
98,industrial,m2,4290045.00504,3588978.7667416665
98,industrial,usage,735959098.8,1008500086.7143185
98,res_total,kwh.per.m2,50.308691792797376,140.12588263771264
98,res_total,m2,2836467.9445,2603335.356933295
98,res_total,usage,142698991.6,364794664.69224256
99,res_total,kwh.per.m2,40.40005596597583,160.74020699471848
99,res_total,m2,318874.961729,295217.62
99,res_total,usage,12882566.3,47453341.34728814
100,res_total,kwh.per.m2,52.745311250772566,76.92431969705973
100,res_total,m2,951539.374967,741217.7472822221
100,res_total,usage,50189240.5,57017670.95707209
101,res_total,kwh.per.m2,58.62273292243375,55.13623020567686
101,res_total,m2,1562195.439117,1295530.2659540535
101,res_total,usage,91580166,71430654.98206446
102,commercial,kwh.per.m2,177.2078203343095,1095.412899183246
102,commercial,m2,107975.489817,8132.280199999999
102,commercial,usage,19134101.2,8908204.630852507
102,industrial,kwh.per.m2,90.04790806266874,1637.5837974632375
102,industrial,m2,605488.613484,417738.1037333333
102,industrial,usage,54522983,684081150.2567238
102,res_total,kwh.per.m2,45.34177299055032,292.5328762804325
102,res_total,m2,689366.644452,558024.70605
102,res_total,usage,31257105.9,163240572.29634938
103,commercial,kwh.per.m2,137.79751009577984,161.51911815175208
103,commercial,m2,1183233.418272,946799.8258
103,commercial,usage,163046618.9,152926272.9294485
103,res_total,kwh.per.m2,244.4283003989471,78.36358222292745
103,res_total,m2,156290.7169,207641.45762494442
103,res_total,usage,38201874.3,16271528.437480837
105,commercial,kwh.per.m2,124.289690608878,1520.8585857738256
105,commercial,m2,36266.451207,2136.9787
105,commercial,usage,4507546,3250042.4035107885
105,res_total,kwh.per.m2,78.85572031787432,140.91514662571404
105,res_total,m2,274536.354658,218902.708625
105,res_total,usage,21648762,30846707.282657832
106,commercial,kwh.per.m2,159.22360283628052,310.5304444033866
106,commercial,m2,442810.722431,181070.5539
106,commercial,usage,70505918.6,56227919.57093436
106,industrial,kwh.per.m2,107.78896971403846,906.7825728807516
106,industrial,m2,1741618.538502,1389365.3926
106,industrial,usage,187727267.9,1259852325.3733034
106,institutional,kwh.per.m2,97.42535472909597,1509.476050630862
106,institutional,m2,126531.470522,53393.253099999994
106,institutional,usage,12327373.4,80595836.81972201
106,res_total,kwh.per.m2,65.94820149929315,79.09865189638347
106,res_total,m2,2207377.881284,1904008.379116111
106,res_total,usage,145572601.3,150604495.9875026
108,industrial,kwh.per.m2,83.3060886898348,2038.1483738247753
108,industrial,m2,123332.913135,73835.2478
108,industrial,usage,10274382.6,150487190.2345193
108,res_total,kwh.per.m2,42.56800108435379,239.68685586264334
108,res_total,m2,211298.211588,200182.26705
108,res_total,usage,8994542.5,47981058.18867052
109,res_total,kwh.per.m2,47.434074366937594,79.06885388460725
109,res_total,m2,611973.057078,567642.4108
109,res_total,usage,29028375.5,44882834.838251404
110,res_total,kwh.per.m2,62.838653695183375,92.11948285370538
110,res_total,m2,256748.681763,198652.6625376407
110,res_total,usage,16133741.5,18299780.540479112
111,res_total,kwh.per.m2,66.4219325186875,183.91619451517388
111,res_total,m2,296515.439301,276785.9813
111,res_total,usage,19695128.5,50905424.375844076
112,industrial,kwh.per.m2,146.9450709302786,346.46074721396883
112,industrial,m2,75097.21102,80824.4864
112,industrial,usage,11035165,28002511.95132926
112,res_total,kwh.per.m2,52.18809298000684,104.58887882728555
112,res_total,m2,1980832.429336,1497200.7324229986
112,res_total,usage,103375867,156590545.9835122
113,commercial,kwh.per.m2,204.98987316245427,90.12803434859933
113,commercial,m2,567217.594246,69955.0935
113,commercial,usage,116273862.7,6304915.069827477
113,industrial,kwh.per.m2,87.1948556587832,320.858968846254
113,industrial,m2,4674117.527012,3361085.25805
113,industrial,usage,407559003.1,1078434350.1022685
113,res_total,kwh.per.m2,55.53940399063001,226.49625601184823
113,res_total,m2,299114.958144,222980.4031625
113,res_total,usage,16612666.5,50504226.48031873
114,commercial,kwh.per.m2,146.90019850240628,512.9362777949743
114,commercial,m2,503991.156954,65140.597449999994
114,commercial,usage,74036401,33412975.58934379
114,res_total,kwh.per.m2,51.392803165493355,203.3649488754332
114,res_total,m2,2287102.219122,1743025.05903472
114,res_total,usage,117540594.1667,354470202.0191948
115,commercial,kwh.per.m2,132.47226240974462,406.7941984908008
115,commercial,m2,759625.09562,59349.443699999996
115,commercial,usage,100629255,24143009.380816404
115,res_total,kwh.per.m2,62.97384889600255,137.33371058241758
115,res_total,m2,1973322.429525,1611576.9666212704
115,res_total,usage,124267708.5,221323844.71525598
116,res_total,kwh.per.m2,55.827990930791735,164.59152849475927
116,res_total,m2,413490.349825,221189.6047
116,res_total,usage,23084335.5,36405935.12472459
117,commercial,kwh.per.m2,150.03726503358928,350.8193725704055
117,commercial,m2,1266629.561379,345084.644575
117,commercial,usage,190041635.2,121062378.49348289
117,industrial,kwh.per.m2,122.48743936198609,1825.4721132242778
117,industrial,m2,302175.182964,273532.82458333333
117,industrial,usage,37012664.4,499326543.3283432
117,institutional,kwh.per.m2,377.80033086027015,1477.6310581943453
117,institutional,m2,72817.928818,77737.6052
117,institutional,usage,27510637.6,114867499.83317025
117,res_total,kwh.per.m2,61.706696676499085,163.332235573108
117,res_total,m2,1473828.242286,1186323.2498683701
117,res_total,usage,90945072.3,193764828.51335567
118,res_total,kwh.per.m2,50.0620025725574,277.5711783352649
118,res_total,m2,192583.180947,149548.1904
118,res_total,usage,9641099.7,41510267.42723455
119,res_total,kwh.per.m2,46.58736274766036,129.2442530857975
119,res_total,m2,376811.037686,352835.36124999996
119,res_total,usage,17554632.5,45601942.72701378
120,commercial,kwh.per.m2,173.8699491294781,765.8871272375345
120,commercial,m2,268273.763428,50232.93445
120,commercial,usage,46644745.6,38472757.85862188
120,res_total,kwh.per.m2,66.68729395629084,129.7935510935065
120,res_total,m2,896800.184143,812473.6334265387
120,res_total,usage,59805177.5,105453838.05227432
121,res_total,kwh.per.m2,54.756789011424715,155.14374867842471
121,res_total,m2,93568.835801,70495.2141
121,res_total,usage,5123529,10936891.779362142
122,commercial,kwh.per.m2,134.443913357973,200.82915316137925
122,commercial,m2,551069.93801,86544.49341842104
122,commercial,usage,74087999,17380657.324002057
122,industrial,kwh.per.m2,69.50279108990748,1230.4923128012513
122,industrial,m2,101563.41766,68279.0846
122,industrial,usage,7058941,84016888.7254063
122,res_total,kwh.per.m2,47.10301081782961,94.16060290644408
122,res_total,m2,2804022.686586,1910838.5368200624
122,res_total,usage,132077910.93970001,179925708.68384454
123,commercial,kwh.per.m2,189.49401342637694,390.5712877862832
123,commercial,m2,1057242.085792,169298.63749999998
123,commercial,usage,200341046,66123186.86883813
123,industrial,kwh.per.m2,120.40487050448174,1136.8408589739488
123,industrial,m2,566988.309642,272228.45594
123,industrial,usage,68268154,309480431.68798137
123,res_total,kwh.per.m2,49.22737062977487,126.04540070599855
123,res_total,m2,4065919.862048,3363093.128543432
123,res_total,usage,200154544,423902420.9988471
124,commercial,kwh.per.m2,153.12853376023935,317.0367066295873
124,commercial,m2,7494975.259131,3944520.1442438923
124,commercial,usage,1147694572,1250557675.7651482
124,industrial,kwh.per.m2,114.84394278082276,1214.824233951981
124,industrial,m2,2905837.964279,2569146.94525
124,industrial,usage,333717888.9,3121061969.673403
124,res_total,kwh.per.m2,188.6495860299434,12.747733958498099
124,res_total,m2,1007584.038747,1269621.056689387
124,res_total,usage,190080311.8,16184791.458783537
125,commercial,kwh.per.m2,186.3134609976487,494.72938921137614
125,commercial,m2,146445.414378,7604.5153
125,commercial,usage,27284752,3762177.209617565
125,res_total,kwh.per.m2,64.09562833927893,140.66653312729147
125,res_total,m2,702738.73066,568429.0461745365
125,res_total,usage,45042480.5,79958943.25422513
126,commercial,kwh.per.m2,114.78106739939052,774.2609012660104
126,commercial,m2,286863.83953399997,37477.8109
126,commercial,usage,32926537.7,29017603.644911103
126,res_total,kwh.per.m2,50.775875940059585,163.51371871370827
126,res_total,m2,1184453.234662,845433.400205606
126,res_total,usage,60141650.5,138239959.19239342
127,res_total,kwh.per.m2,56.49688042237241,207.98190050915068
127,res_total,m2,263262.854317,181812.87135
127,res_total,usage,14873530,37813786.52039871
128,commercial,kwh.per.m2,172.34157106927663,642.9594900404538
128,commercial,m2,512239.735615,149275.9005
128,commercial,usage,88280200.8,95978356.86080952
128,res_total,kwh.per.m2,48.869166590457,117.75469364579628
128,res_total,m2,1781592.934245,1147154.3215893595
128,res_total,usage,87064961.9,135082805.7032063
129,res_total,kwh.per.m2,52.818344204857034,129.813253297641
129,res_total,m2,421649.927412,410779.2395625
129,res_total,usage,22270851,53324589.474739164
130,commercial,kwh.per.m2,151.68714228983964,451.155984830805
130,commercial,m2,527831.739008,74069.57876
130,commercial,usage,80065288.1,33416933.751470678
130,industrial,kwh.per.m2,130.13356841246375,2680.293689259086
130,industrial,m2,285679.790799,256803.87256666666
130,industrial,usage,37176530.6,688309799.0177312
130,res_total,kwh.per.m2,55.56579546356445,293.02823554896963
130,res_total,m2,2410893.701465,1714246.3982571212
130,res_total,usage,133963226.3,502322597.37746054
131,commercial,kwh.per.m2,137.51511710676374,455.25616627703016
131,commercial,m2,92157.453425,7413.141299999999
131,commercial,usage,12673043,3374878.288307919
131,res_total,kwh.per.m2,51.07133680159821,117.82042806400325
131,res_total,m2,335187.799499,240710.82635857142
131,res_total,usage,17118489,28360652.601206843
132,commercial,kwh.per.m2,196.31247185684396,600.9918671244043
132,commercial,m2,33094.83569,316.0458
132,commercial,usage,6496929,189940.95543882606
132,res_total,kwh.per.m2,47.07869491385971,120.28777991752229
132,res_total,m2,952641.669062,765080.9643838095
132,res_total,usage,44849126.5,92029890.66288538
133,institutional,kwh.per.m2,199.52225283070769,657.833606303078
133,institutional,m2,77101.12873,29108.6357
133,institutional,usage,15383390.9,19148638.79709352
133,res_total,kwh.per.m2,46.677284785239635,203.00694665023175
133,res_total,m2,1072044.413685,748780.0232747222
133,res_total,usage,50040122.4,152007546.2376908
135,commercial,kwh.per.m2,123.35971483191005,283.2731428745104
135,commercial,m2,912615.247639,91178.2843
135,commercial,usage,112579956.7,25828359.155566633
135,industrial,kwh.per.m2,87.73399061709871,1099.7420176819503
135,industrial,m2,773492.354818,507445.9741196078
135,industrial,usage,67861571,558059659.4428803
135,institutional,kwh.per.m2,297.5910995792638,1053.3634961049747
135,institutional,m2,123451.178654,83208.1146
135,institutional,usage,36737972,87648390.4993594
135,res_total,kwh.per.m2,61.01630453061572,158.9137783407905
135,res_total,m2,2484721.950408,1757295.587766897
135,res_total,usage,151608551.2,279258481.5136378
136,commercial,kwh.per.m2,157.26863425247427,363.8408439570013
136,commercial,m2,1905691.646809,677398.5098386364
136,commercial,usage,299705522.6,246465245.51490453
136,res_total,kwh.per.m2,45.856379578211005,130.43892037568398
136,res_total,m2,764953.825894,644010.039828686
136,res_total,usage,35078013,84003974.30635504
137,res_total,kwh.per.m2,53.916278268375514,199.86161946752182
137,res_total,m2,1055033.316967,724435.0130908845
137,res_total,usage,56883469.9,144786754.91531956
138,res_total,kwh.per.m2,52.84436458329947,187.22798918160512
138,res_total,m2,70911.652161,48113.39308
138,res_total,usage,3747281.2,9008173.839072555
139,industrial,kwh.per.m2,66.27906817218268,4588.74261321165
139,industrial,m2,78059.051563,52785.083249999996
139,industrial,usage,5173681.2,242217160.85119945
139,res_total,kwh.per.m2,49.724463315870125,270.6171971449012
139,res_total,m2,169096.745129,129531.4480021978
139,res_total,usage,8408244.9,35053437.40047528
140,commercial,kwh.per.m2,133.6451457797211,445.5592742469031
140,commercial,m2,945200.510374,418880.2473
140,commercial,usage,126321460,186635978.9833513
140,res_total,kwh.per.m2,66.41938339626492,71.58706027327183
140,res_total,m2,3059407.180697,2273124.968395689
140,res_total,usage,203203938.5,162726334.1212213
141,res_total,kwh.per.m2,43.88326554524768,231.0000463850702
141,res_total,m2,843562.58450799994,726832.0419
141,res_total,usage,37018280.9,167898235.39305526
142,commercial,kwh.per.m2,215.39517604369152,338.8633123871797
142,commercial,m2,213857.503432,17268.9952
142,commercial,usage,46063874.6,5851828.915070307
142,res_total,kwh.per.m2,47.39391469414613,142.0047719387478
142,res_total,m2,719382.117304,693863.3306866667
142,res_total,usage,34094334.7,98531904.03082006
143,commercial,kwh.per.m2,131.49555563721873,2214.4568980583686
143,commercial,m2,191848.875635,4511.4098
143,commercial,usage,25227274.5,9990322.551578125
143,res_total,kwh.per.m2,47.132218297317344,278.61895085828905
143,res_total,m2,938720.340318,762569.2319499999
143,res_total,usage,44243972,212466239.36272025
144,commercial,kwh.per.m2,207.90308075018126,1002.5507931089146
144,commercial,m2,181558.753549,14501.92225
144,commercial,usage,37746624.2,14538913.653341316
144,industrial,kwh.per.m2,95.47633935275233,2656.4690967901074
144,industrial,m2,241831.897374,201509.02262272727
144,industrial,usage,23089224.3,535302491.3216536
144,institutional,kwh.per.m2,325.77001824284713,407.2796368009756
144,institutional,m2,41905.663307,25241.193216666667
144,institutional,usage,13651608.7,10280224.005707249
144,res_total,kwh.per.m2,56.66798570584428,292.62642552462813
144,res_total,m2,1057835.643059,763281.135215098
144,res_total,usage,59945415.1,223356230.2683745
145,commercial,kwh.per.m2,142.77573840676996,519.5825575863824
145,commercial,m2,643030.622881,80109.0635
145,commercial,usage,91809172,41623272.09917992
145,res_total,kwh.per.m2,49.83480284405093,162.11881310348943
145,res_total,m2,1844693.859584,1518063.406788366
145,res_total,usage,91929954.8,246106637.72436956
146,commercial,kwh.per.m2,92.6596597558591,802.1962164959393
146,commercial,m2,164391.02237299999,8365.1805
146,commercial,usage,15232416.2,6710516.14740561
146,industrial,kwh.per.m2,77.65179197480724,1318.7008801381085
146,industrial,m2,325399.911031,183315.0179
146,industrial,usage,25267886.2,241737675.44726312
146,res_total,kwh.per.m2,50.36260637433958,163.71363684044874
146,res_total,m2,672834.462699,489672.39809619624
146,res_total,usage,33885697.2,80166049.15271232
148,commercial,kwh.per.m2,139.6611231777691,191.4690635622844
148,commercial,m2,610759.093577,62028.26164999999
148,commercial,usage,85299301,11876493.172521856
148,institutional,kwh.per.m2,222.70179965651212,1206.3774257837786
148,institutional,m2,62671.527673,61189.885599999994
148,institutional,usage,13957062,73818096.6741319
148,res_total,kwh.per.m2,61.331917557805156,122.92994849454023
148,res_total,m2,2413270.62472,1947928.0110936647
148,res_total,usage,148010515,239458690.07481638
149,res_total,kwh.per.m2,45.12212769802888,169.15998332825546
149,res_total,m2,423924.936076,381664.4144
149,res_total,usage,19128395.1,64562345.97689239
150,commercial,kwh.per.m2,142.83950091667225,115.99982904460418
150,commercial,m2,320472.707523,25444.14875
150,commercial,usage,45776161.6,2951516.905185479
150,res_total,kwh.per.m2,55.20847591269096,110.2715027548919
150,res_total,m2,2784105.02661,2240257.967464206
150,res_total,usage,153706195.3,247036612.6308977
151,commercial,kwh.per.m2,186.18311937760552,554.1870735564453
151,commercial,m2,70976.03394,6632.6884
151,commercial,usage,13214539.4,3675750.1742077814
151,res_total,kwh.per.m2,48.66618705103637,224.0811837625018
151,res_total,m2,709813.108304,587171.5701
151,res_total,usage,34543897.5,131574100.49969481
154,commercial,kwh.per.m2,128.5349429588281,104.27288703838083
154,commercial,m2,250844.231598,20046.322670588233
154,commercial,usage,32242249,2090287.9393651795
154,institutional,kwh.per.m2,204.5617849215421,215.54625807107593
154,institutional,m2,63165.957439,19358.9665
154,institutional,usage,12921341,4172752.7891983134
154,res_total,kwh.per.m2,48.90108585028758,117.1101654677865
154,res_total,m2,2413999.262949,1950618.533589042
154,res_total,usage,118047185.2,228437259.23314378
155,commercial,kwh.per.m2,171.47804702209694,631.9943349133979
155,commercial,m2,189987.749836,70413.74227460318
155,commercial,usage,32578728.3,44501086.21760125
155,res_total,kwh.per.m2,52.753307520821174,82.07092732021587
155,res_total,m2,907428.751858,759040.6482431871
155,res_total,usage,47869868,62295169.87505615
157,commercial,kwh.per.m2,173.9404133229989,415.89000131665694
157,commercial,m2,116976.02536,8459.0095
157,commercial,usage,20346858.2,3518017.4720926136
157,industrial,kwh.per.m2,198.89290699675183,1779.0298810475613
157,industrial,m2,119585.949339,155573.59149999998
157,industrial,usage,23784797.1,276770067.98038685
157,res_total,kwh.per.m2,60.35464712730094,140.5706086955735
157,res_total,m2,612395.20831,499697.68937764934
157,res_total,usage,36960896.7,70242808.35958777
158,commercial,kwh.per.m2,144.8143444022967,506.4217890420528
158,commercial,m2,573513.258944,133749.059
158,commercial,usage,83052946.6,67733437.74147108
158,industrial,kwh.per.m2,74.88565146736585,406.0884633894037
